instance,model,status,status_label,objective,best_bound,gap,sol_count,runtime_seconds,wall_seconds,node_count,explored_nodes_log,simplex_iterations,barrier_iterations,root_relaxation_objective,root_relaxation_iterations,root_relaxation_seconds,presolve_time_seconds,presolve_rows_removed,presolve_cols_removed,cuts_total,cuts_breakdown,num_vars,num_bin_vars,num_int_vars,num_cont_vars,num_constrs,is_mip,error
Inst_19_Hard_Inspire_35,ribeiro,9,TIME_LIMIT,18000.0,0.0,1.0,10,1800.0044960975647,1800.183,53445.0,53445,12692127.0,0,0.0,687,0.02,0.07,820,12,234,"{""Learned"": 2, ""Cover"": 6, ""Implied bound"": 27, ""Projected implied bound"": 24, ""Clique"": 5, ""MIR"": 22, ""Mixing"": 2, ""StrongCG"": 2, ""Flow cover"": 70, ""GUB cover"": 6, ""Zero half"": 1, ""RLT"": 1, ""Relax-and-lift"": 66}",2133,1989,2043,90,6824,True,
Inst_19_Hard_Inspire_35,drone_index,9,TIME_LIMIT,,5000.0,,0,1818.3584699630737,1822.37,1.0,1,309636.0,14,3552.544,2811,0.55,4.36,30800,15400,1626,"{""Gomory"": 1, ""Cover"": 108, ""Implied bound"": 61, ""Clique"": 143, ""MIR"": 61, ""StrongCG"": 3, ""Flow cover"": 744, ""GUB cover"": 2, ""Zero half"": 2, ""RLT"": 250, ""Relax-and-lift"": 4, ""BQP"": 26, ""Lazy"": 221}",139869,70569,70569,69300,142739,True,
Inst_19_Hard_Inspire_35,station_copies,9,TIME_LIMIT,16000.0,6000.0,0.625,5,1800.0728862285614,1809.44,1.0,1,147894.0,27,4067.439,3591,3.31,2.29,211575,100240,760,"{""Gomory"": 1, ""Cover"": 9, ""Implied bound"": 699, ""Clique"": 3, ""MIR"": 13, ""Flow cover"": 32, ""Mod-K"": 1, ""Network"": 2}",336429,112149,112149,224280,337890,True,
Inst_20_Hard_Phantom_35,ribeiro,9,TIME_LIMIT,12200.0,0.0,1.0,10,1800.0089509487152,1800.225,55194.0,55194,11678926.0,0,0.0,1008,0.03,0.07,823,14,542,"{""Cover"": 5, ""Implied bound"": 46, ""Projected implied bound"": 33, ""Clique"": 6, ""MIR"": 24, ""Flow cover"": 154, ""GUB cover"": 19, ""Zero half"": 3, ""RLT"": 7, ""Relax-and-lift"": 245}",2133,1989,2043,90,6824,True,
Inst_20_Hard_Phantom_35,drone_index,9,TIME_LIMIT,,2000.0,,0,1800.0053329467773,1803.938,1.0,1,214858.0,22,1796.04,5496,0.81,4.51,30800,15403,1347,"{""Cover"": 263, ""Implied bound"": 56, ""Clique"": 140, ""MIR"": 61, ""StrongCG"": 1, ""Flow cover"": 475, ""GUB cover"": 17, ""RLT"": 37, ""Relax-and-lift"": 2, ""BQP"": 137, ""Lazy"": 158}",139869,70569,70569,69300,142739,True,
Inst_20_Hard_Phantom_35,station_copies,9,TIME_LIMIT,10000.0,3000.0,0.7,3,1800.0561521053314,1808.759,1.0,1,236034.0,28,2037.968,3462,2.44,3.12,211575,100240,475,"{""Gomory"": 1, ""Cover"": 6, ""Implied bound"": 376, ""Clique"": 14, ""MIR"": 18, ""Flow cover"": 29, ""GUB cover"": 1, ""Zero half"": 6, ""RLT"": 22, ""Relax-and-lift"": 1, ""BQP"": 1}",336429,112149,112149,224280,337890,True,
Inst_21_Hard_Inspire_46,ribeiro,9,TIME_LIMIT,23000.0,0.0,1.0,10,1800.0087130069733,1800.317,22868.0,22868,6367810.0,0,0.0,971,0.04,0.11,1391,15,248,"{""Cover"": 1, ""Implied bound"": 34, ""Projected implied bound"": 27, ""Clique"": 6, ""MIR"": 6, ""StrongCG"": 1, ""Flow cover"": 79, ""GUB cover"": 6, ""RLT"": 2, ""Relax-and-lift"": 85, ""BQP"": 1}",3623,3434,3505,118,11778,True,
Inst_21_Hard_Inspire_46,drone_index,9,TIME_LIMIT,,4000.0,,0,1800.021281003952,1809.607,1.0,1,159293.0,22,3927.883,5159,1.99,8.32,69368,34684,410,"{""Cover"": 38, ""Implied bound"": 20, ""Clique"": 30, ""MIR"": 52, ""StrongCG"": 3, ""Flow cover"": 88, ""GUB cover"": 3, ""Zero half"": 2, ""RLT"": 6, ""Relax-and-lift"": 1, ""BQP"": 19, ""Lazy"": 148}",316998,159586,159586,157412,321920,True,
Inst_21_Hard_Inspire_46,station_copies,9,TIME_LIMIT,,5000.0,,0,1800.1118650436401,1820.53,1.0,1,20909.0,33,4161.201,5568,10.34,8.68,638388,306452,242,"{""Cover"": 6, ""Implied bound"": 90, ""MIR"": 69, ""Flow cover"": 72, ""Zero half"": 5}",1000098,333374,333374,666724,1002570,True,
Inst_22_Hard_Phantom_46,ribeiro,9,TIME_LIMIT,17600.0,0.0,1.0,10,1800.0139210224152,1800.33,22915.0,22915,5889347.0,0,0.0,1078,0.04,0.14,1436,38,84,"{""Learned"": 1, ""Cover"": 5, ""Implied bound"": 4, ""Projected implied bound"": 8, ""Clique"": 7, ""MIR"": 4, ""Flow cover"": 7, ""GUB cover"": 33, ""Relax-and-lift"": 12, ""BQP"": 3}",3623,3434,3505,118,11778,True,
Inst_22_Hard_Phantom_46,drone_index,9,TIME_LIMIT,,2600.0,,0,1800.051551103592,1808.932,1.0,1,87811.0,25,2401.697,8472,2.04,9.57,69372,34689,520,"{""Gomory"": 3, ""Cover"": 35, ""Implied bound"": 34, ""Clique"": 13, ""MIR"": 50, ""StrongCG"": 1, ""Flow cover"": 107, ""GUB cover"": 3, ""Zero half"": 3, ""RLT"": 3, ""Relax-and-lift"": 2, ""BQP"": 8, ""Lazy"": 258}",316998,159586,159586,157412,321920,True,
Inst_22_Hard_Phantom_46,station_copies,9,TIME_LIMIT,60000.0,2600.0,0.9566666666666667,1,1800.2028288841248,1820.714,1.0,1,11312.0,35,2556.768,6623,11.84,8.51,638388,306452,242,"{""Cover"": 5, ""Implied bound"": 86, ""MIR"": 71, ""Flow cover"": 68, ""Zero half"": 8, ""RLT"": 2, ""Relax-and-lift"": 1, ""PSD"": 1}",1000098,333374,333374,666724,1002570,True,
Inst_23_Hard_Inspire_46,ribeiro,9,TIME_LIMIT,20000.0,0.0,1.0,10,1800.2427530288696,1800.547,20592.0,20592,11358613.0,0,0.0,986,0.04,0.11,1391,15,64,"{""Cover"": 7, ""Projected implied bound"": 9, ""Clique"": 10, ""MIR"": 2, ""StrongCG"": 2, ""Flow cover"": 10, ""GUB cover"": 12, ""RLT"": 1, ""Relax-and-lift"": 11}",3623,3434,3505,118,11778,True,
Inst_23_Hard_Inspire_46,drone_index,9,TIME_LIMIT,,4000.0,,0,1800.0164949893951,1808.949,1.0,1,170005.0,19,3624.006,6006,1.88,8.04,69368,34684,446,"{""Cover"": 33, ""Implied bound"": 28, ""Clique"": 42, ""MIR"": 79, ""StrongCG"": 1, ""Flow cover"": 67, ""GUB cover"": 2, ""Zero half"": 1, ""RLT"": 4, ""Relax-and-lift"": 1, ""BQP"": 22, ""Lazy"": 166}",316998,159586,159586,157412,321920,True,
Inst_23_Hard_Inspire_46,station_copies,9,TIME_LIMIT,19000.0,5000.0,0.7368421052631579,3,1800.1386160850525,1827.098,1.0,1,68770.0,28,3952.801,6263,14.89,8.45,638388,306452,170,"{""Gomory"": 1, ""Cover"": 5, ""Implied bound"": 76, ""MIR"": 16, ""Flow cover"": 69, ""Zero half"": 1, ""Relax-and-lift"": 2}",1000098,333374,333374,666724,1002570,True,
Inst_24_Hard_Phantom_46,ribeiro,9,TIME_LIMIT,15400.0,6.290669426721504e-08,0.9999999999959152,10,1800.017744064331,1800.323,16705.0,16705,16379400.0,0,0.0,1022,0.04,0.14,1429,34,107,"{""Cover"": 2, ""Implied bound"": 7, ""Projected implied bound"": 3, ""Clique"": 25, ""MIR"": 3, ""Flow cover"": 3, ""GUB cover"": 37, ""RLT"": 4, ""Relax-and-lift"": 23}",3623,3434,3505,118,11778,True,
Inst_24_Hard_Phantom_46,drone_index,9,TIME_LIMIT,,2600.0,,0,1800.0168008804321,1809.617,1.0,1,130437.0,36,2419.805,14075,3.61,9.04,69374,34692,684,"{""Learned"": 1, ""Gomory"": 2, ""Cover"": 69, ""Implied bound"": 42, ""Clique"": 59, ""MIR"": 25, ""StrongCG"": 1, ""Flow cover"": 202, ""GUB cover"": 8, ""Zero half"": 1, ""RLT"": 23, ""Relax-and-lift"": 2, ""BQP"": 129, ""Lazy"": 120}",316998,159586,159586,157412,321920,True,
Inst_24_Hard_Phantom_46,station_copies,9,TIME_LIMIT,58800.0,3200.0,0.9455782312925171,1,1800.1788048744202,1820.462,1.0,1,85827.0,32,2632.229,6830,11.95,8.39,638388,306452,143,"{""Gomory"": 1, ""Cover"": 10, ""Implied bound"": 84, ""MIR"": 11, ""Flow cover"": 30, ""Zero half"": 7}",1000098,333374,333374,666724,1002570,True,
Inst_25_Hard_Inspire_46,ribeiro,9,TIME_LIMIT,21000.0,0.0,1.0,10,1800.0055339336395,1800.306,18578.0,18578,6190255.0,0,0.0,905,0.03,0.12,1391,15,93,"{""Cover"": 2, ""Implied bound"": 10, ""Projected implied bound"": 10, ""Clique"": 7, ""MIR"": 4, ""StrongCG"": 1, ""Flow cover"": 21, ""GUB cover"": 10, ""RLT"": 1, ""Relax-and-lift"": 27}",3623,3434,3505,118,11778,True,
Inst_25_Hard_Inspire_46,drone_index,9,TIME_LIMIT,,4000.0,,0,1800.005874156952,1808.981,1.0,1,174281.0,18,3493.706,4836,1.59,7.99,69368,34684,329,"{""Cover"": 14, ""Implied bound"": 24, ""Clique"": 8, ""MIR"": 44, ""StrongCG"": 2, ""Flow cover"": 65, ""GUB cover"": 2, ""RLT"": 2, ""BQP"": 1, ""Lazy"": 167}",316998,159586,159586,157412,321920,True,
Inst_25_Hard_Inspire_46,station_copies,9,TIME_LIMIT,88000.0,5000.0,0.9431818181818182,1,1800.172644853592,1822.797,1.0,1,84926.0,30,3849.039,5756,9.81,8.39,638388,306452,130,"{""Cover"": 3, ""Implied bound"": 87, ""MIR"": 9, ""Flow cover"": 28, ""Zero half"": 2, ""Relax-and-lift"": 1}",1000098,333374,333374,666724,1002570,True,
